country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Bulgaria,no data,no data,no data,no data,no data,no data,no data,no data,no data,0,2.9,6.8,13.2,15.8,14.1,11.4,11,14,12.4,13.8,18.1,17.5,17.4,13.9,12.2,10.2,9,6.9,5.7,6.9,10.2,11.3,12.4,13,11.5,9.2,7.7,6.2,5.3,4.3,5.2,5.2,4.2,4.4,4.2,3.5,3.4,3.3,3.2,3.2,3.2
