Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Bulgaria,5.7,5.3,4.2,3,4.6,1.8,5.3,4.7,2.4,-0.5,-9.1,-10.8,-8.4,-11.6,-3.7,-1.6,5.2,-14.1,3.8,-8.4,4.6,3.8,5.9,5.2,6.5,7.1,6.8,6.7,6.1,-3.3,1.6,2.1,0.7,-0.5,0.9,3.4,3,2.7,2.5,3.8,-3.2,7.8,4,1.9,2.8,3,3.1,2.8,2.7,2.6,2.6
